Id,Probability
1,0.04285714285714286
2,0.2571428571428571
3,0.07142857142857142
4,0.12857142857142856
5,0.25
6,0.12857142857142856
7,0.12142857142857143
8,0.12142857142857143
9,0.05714285714285714
10,0.4142857142857143
11,0.05
12,0.07857142857142857
13,0.0
14,0.17857142857142858
15,0.22142857142857142
16,0.05
17,0.03571428571428571
18,0.07857142857142857
19,0.35
20,0.24285714285714285
21,0.05714285714285714
22,0.14285714285714285
23,0.0
24,0.4357142857142857
25,0.12142857142857143
26,0.16428571428571428
27,0.22857142857142856
28,0.14285714285714285
29,0.14285714285714285
30,0.1
31,0.1
32,0.05
33,0.014285714285714285
34,0.05714285714285714
35,0.4357142857142857
36,0.29285714285714287
37,0.08571428571428572
38,0.14285714285714285
39,0.07857142857142857
40,0.07142857142857142
41,0.36428571428571427
42,0.29285714285714287
43,0.34285714285714286
44,0.014285714285714285
45,0.17857142857142858
46,0.02142857142857143
47,0.10714285714285714
48,0.03571428571428571
49,0.007142857142857143
50,0.03571428571428571
51,0.10714285714285714
52,0.02857142857142857
53,0.007142857142857143
54,0.07857142857142857
55,0.21428571428571427
56,0.22142857142857142
57,0.007142857142857143
58,0.22857142857142856
59,0.2714285714285714
60,0.12857142857142856
61,0.05714285714285714
62,0.0
63,0.02857142857142857
64,0.02857142857142857
65,0.07142857142857142
66,0.03571428571428571
67,0.06428571428571428
68,0.22142857142857142
69,0.014285714285714285
70,0.55
71,0.11428571428571428
72,0.14285714285714285
73,0.02857142857142857
74,0.40714285714285714
75,0.03571428571428571
76,0.10714285714285714
77,0.2714285714285714
78,0.12857142857142856
79,0.03571428571428571
80,0.02142857142857143
81,0.25
82,0.12142857142857143
83,0.12857142857142856
84,0.02142857142857143
85,0.12857142857142856
86,0.014285714285714285
87,0.17857142857142858
88,0.1
89,0.29285714285714287
90,0.2785714285714286
91,0.24285714285714285
92,0.04285714285714286
93,0.1
94,0.12142857142857143
95,0.02142857142857143
96,0.2
97,0.08571428571428572
98,0.15
99,0.02857142857142857
100,0.007142857142857143
101,0.08571428571428572
102,0.36428571428571427
103,0.1
104,0.20714285714285716
105,0.09285714285714286
106,0.17142857142857143
107,0.2642857142857143
108,0.06428571428571428
109,0.007142857142857143
110,0.06428571428571428
111,0.19285714285714287
112,0.18571428571428572
113,0.09285714285714286
114,0.4
115,0.15714285714285714
116,0.04285714285714286
117,0.06428571428571428
118,0.12142857142857143
119,0.007142857142857143
120,0.014285714285714285
121,0.07142857142857142
122,0.05714285714285714
123,0.02857142857142857
124,0.4142857142857143
125,0.07142857142857142
126,0.12857142857142856
127,0.0
128,0.007142857142857143
129,0.06428571428571428
130,0.11428571428571428
131,0.03571428571428571
132,0.15
133,0.02857142857142857
134,0.1357142857142857
135,0.45714285714285713
136,0.02142857142857143
137,0.3357142857142857
138,0.07857142857142857
139,0.014285714285714285
140,0.06428571428571428
141,0.0
142,0.02142857142857143
143,0.02142857142857143
144,0.02142857142857143
145,0.19285714285714287
146,0.02857142857142857
147,0.007142857142857143
148,0.07857142857142857
149,0.0
150,0.22857142857142856
151,0.0
152,0.02857142857142857
153,0.02857142857142857
154,0.12857142857142856
155,0.06428571428571428
156,0.1
157,0.20714285714285716
158,0.02857142857142857
159,0.2571428571428571
160,0.1
161,0.0
162,0.05
163,0.08571428571428572
164,0.22142857142857142
165,0.02142857142857143
166,0.04285714285714286
167,0.5071428571428571
168,0.14285714285714285
169,0.2
170,0.007142857142857143
171,0.0
172,0.05
173,0.05714285714285714
174,0.08571428571428572
175,0.15714285714285714
176,0.3357142857142857
177,0.09285714285714286
178,0.15714285714285714
179,0.05
180,0.02142857142857143
181,0.16428571428571428
182,0.02857142857142857
183,0.07142857142857142
184,0.12857142857142856
185,0.22857142857142856
186,0.02142857142857143
187,0.07142857142857142
188,0.014285714285714285
189,0.15714285714285714
190,0.05714285714285714
191,0.02142857142857143
192,0.15714285714285714
193,0.04285714285714286
194,0.2357142857142857
195,0.0
196,0.06428571428571428
197,0.014285714285714285
198,0.0
199,0.24285714285714285
200,0.02142857142857143
201,0.10714285714285714
202,0.05
203,0.4928571428571429
204,0.11428571428571428
205,0.21428571428571427
206,0.07857142857142857
207,0.2642857142857143
208,0.06428571428571428
209,0.17857142857142858
210,0.014285714285714285
211,0.1
212,0.05
213,0.05714285714285714
214,0.07142857142857142
215,0.07142857142857142
216,0.07857142857142857
217,0.11428571428571428
218,0.22142857142857142
219,0.05
220,0.007142857142857143
221,0.014285714285714285
222,0.08571428571428572
223,0.04285714285714286
224,0.12857142857142856
225,0.05
226,0.12857142857142856
227,0.04285714285714286
228,0.12142857142857143
229,0.32857142857142857
230,0.35
231,0.42857142857142855
232,0.15714285714285714
233,0.1
234,0.05
235,0.05714285714285714
236,0.2642857142857143
237,0.2571428571428571
238,0.02142857142857143
239,0.12857142857142856
240,0.02142857142857143
241,0.1357142857142857
242,0.07142857142857142
243,0.007142857142857143
244,0.14285714285714285
245,0.24285714285714285
246,0.02142857142857143
247,0.11428571428571428
248,0.05714285714285714
249,0.04285714285714286
250,0.25
251,0.22142857142857142
252,0.4857142857142857
253,0.03571428571428571
254,0.1357142857142857
255,0.007142857142857143
256,0.06428571428571428
257,0.17142857142857143
258,0.21428571428571427
259,0.06428571428571428
260,0.35
261,0.06428571428571428
262,0.06428571428571428
263,0.007142857142857143
264,0.1
265,0.11428571428571428
266,0.02857142857142857
267,0.20714285714285716
268,0.15
269,0.4857142857142857
270,0.007142857142857143
271,0.07142857142857142
272,0.29285714285714287
273,0.014285714285714285
274,0.02142857142857143
275,0.07857142857142857
276,0.04285714285714286
277,0.04285714285714286
278,0.05
279,0.06428571428571428
280,0.007142857142857143
281,0.38571428571428573
282,0.10714285714285714
283,0.24285714285714285
284,0.02142857142857143
285,0.02857142857142857
286,0.06428571428571428
287,0.09285714285714286
288,0.1
289,0.14285714285714285
290,0.17142857142857143
291,0.4357142857142857
292,0.0
293,0.09285714285714286
294,0.04285714285714286
295,0.0
296,0.12142857142857143
297,0.007142857142857143
298,0.08571428571428572
299,0.06428571428571428
300,0.014285714285714285
301,0.15
302,0.007142857142857143
303,0.05
304,0.10714285714285714
305,0.32857142857142857
306,0.03571428571428571
307,0.014285714285714285
308,0.4142857142857143
309,0.4357142857142857
310,0.007142857142857143
311,0.4142857142857143
312,0.05
313,0.2642857142857143
314,0.12142857142857143
315,0.1357142857142857
316,0.15714285714285714
317,0.4857142857142857
318,0.02142857142857143
319,0.04285714285714286
320,0.20714285714285716
321,0.44285714285714284
322,0.03571428571428571
323,0.07857142857142857
324,0.04285714285714286
325,0.16428571428571428
326,0.02142857142857143
327,0.05714285714285714
328,0.07142857142857142
329,0.11428571428571428
330,0.12142857142857143
331,0.02142857142857143
332,0.03571428571428571
333,0.15
334,0.03571428571428571
335,0.12142857142857143
336,0.15
337,0.04285714285714286
338,0.5785714285714286
339,0.12142857142857143
340,0.02857142857142857
341,0.0
342,0.007142857142857143
343,0.02857142857142857
344,0.05714285714285714
345,0.02857142857142857
346,0.03571428571428571
347,0.37857142857142856
348,0.05
349,0.06428571428571428
350,0.08571428571428572
351,0.12142857142857143
352,0.24285714285714285
353,0.0
354,0.3
355,0.03571428571428571
356,0.0
357,0.5285714285714286
358,0.0
359,0.11428571428571428
360,0.32857142857142857
361,0.09285714285714286
362,0.014285714285714285
363,0.02142857142857143
364,0.07142857142857142
365,0.44285714285714284
366,0.20714285714285716
367,0.05714285714285714
368,0.17142857142857143
369,0.02142857142857143
370,0.32857142857142857
371,0.007142857142857143
372,0.2857142857142857
373,0.007142857142857143
374,0.02857142857142857
375,0.02857142857142857
376,0.014285714285714285
377,0.11428571428571428
378,0.0
379,0.17142857142857143
380,0.1
381,0.03571428571428571
382,0.04285714285714286
383,0.15
384,0.15
385,0.05714285714285714
386,0.06428571428571428
387,0.0
388,0.12857142857142856
389,0.12142857142857143
390,0.07857142857142857
391,0.007142857142857143
392,0.014285714285714285
393,0.007142857142857143
394,0.36428571428571427
395,0.04285714285714286
396,0.007142857142857143
397,0.10714285714285714
398,0.2571428571428571
399,0.02857142857142857
400,0.07857142857142857
401,0.07142857142857142
402,0.007142857142857143
403,0.14285714285714285
404,0.02857142857142857
405,0.5071428571428571
406,0.4642857142857143
407,0.15
408,0.06428571428571428
409,0.05714285714285714
410,0.05
411,0.07142857142857142
412,0.10714285714285714
413,0.11428571428571428
414,0.0
415,0.014285714285714285
416,0.2571428571428571
417,0.2571428571428571
418,0.15714285714285714
419,0.02857142857142857
420,0.03571428571428571
421,0.02857142857142857
422,0.06428571428571428
423,0.05714285714285714
424,0.007142857142857143
425,0.0
426,0.0
427,0.1
428,0.21428571428571427
429,0.12857142857142856
430,0.05
431,0.5928571428571429
432,0.07857142857142857
433,0.014285714285714285
434,0.007142857142857143
435,0.12857142857142856
436,0.10714285714285714
437,0.25
438,0.22142857142857142
439,0.02857142857142857
440,0.08571428571428572
441,0.21428571428571427
442,0.08571428571428572
443,0.2
444,0.014285714285714285
445,0.11428571428571428
446,0.40714285714285714
447,0.05
448,0.22857142857142856
449,0.12142857142857143
450,0.0
451,0.10714285714285714
452,0.07142857142857142
453,0.37142857142857144
454,0.2642857142857143
455,0.2
456,0.007142857142857143
457,0.12142857142857143
458,0.08571428571428572
459,0.14285714285714285
460,0.02142857142857143
461,0.02142857142857143
462,0.16428571428571428
463,0.02142857142857143
464,0.1
465,0.3
466,0.0
467,0.007142857142857143
468,0.07142857142857142
469,0.014285714285714285
470,0.34285714285714286
471,0.02142857142857143
472,0.04285714285714286
473,0.32857142857142857
474,0.16428571428571428
475,0.05714285714285714
476,0.02857142857142857
477,0.07857142857142857
478,0.05
479,0.15714285714285714
480,0.04285714285714286
481,0.4
482,0.0
483,0.11428571428571428
484,0.15
485,0.02142857142857143
486,0.35714285714285715
487,0.02142857142857143
488,0.1
489,0.3
490,0.014285714285714285
491,0.007142857142857143
492,0.06428571428571428
493,0.4
494,0.14285714285714285
495,0.40714285714285714
496,0.02857142857142857
497,0.15714285714285714
498,0.11428571428571428
499,0.22142857142857142
500,0.03571428571428571
501,0.11428571428571428
502,0.02857142857142857
503,0.1357142857142857
504,0.11428571428571428
505,0.007142857142857143
506,0.21428571428571427
507,0.22857142857142856
508,0.0
509,0.02142857142857143
510,0.02857142857142857
511,0.007142857142857143
512,0.37142857142857144
513,0.04285714285714286
514,0.17142857142857143
515,0.02142857142857143
516,0.38571428571428573
517,0.09285714285714286
518,0.07142857142857142
519,0.0
520,0.17857142857142858
521,0.014285714285714285
522,0.1357142857142857
523,0.24285714285714285
524,0.16428571428571428
525,0.15714285714285714
526,0.4
527,0.42142857142857143
528,0.03571428571428571
529,0.44285714285714284
530,0.11428571428571428
531,0.0
532,0.0
533,0.07857142857142857
534,0.05714285714285714
535,0.02857142857142857
536,0.007142857142857143
537,0.07857142857142857
538,0.2785714285714286
539,0.1
540,0.04285714285714286
541,0.08571428571428572
542,0.08571428571428572
543,0.18571428571428572
544,0.15
545,0.02142857142857143
546,0.05
547,0.1357142857142857
548,0.10714285714285714
549,0.0
550,0.2857142857142857
551,0.30714285714285716
552,0.2857142857142857
553,0.02857142857142857
554,0.014285714285714285
555,0.2357142857142857
556,0.02857142857142857
557,0.2642857142857143
558,0.09285714285714286
559,0.4785714285714286
560,0.24285714285714285
561,0.007142857142857143
562,0.02142857142857143
563,0.12142857142857143
564,0.15714285714285714
565,0.09285714285714286
566,0.1357142857142857
567,0.014285714285714285
568,0.16428571428571428
569,0.39285714285714285
570,0.32142857142857145
571,0.3
572,0.20714285714285716
573,0.03571428571428571
574,0.1
575,0.07857142857142857
576,0.02857142857142857
577,0.1357142857142857
578,0.08571428571428572
579,0.16428571428571428
580,0.08571428571428572
581,0.05
582,0.03571428571428571
583,0.0
584,0.02857142857142857
585,0.14285714285714285
586,0.05714285714285714
587,0.03571428571428571
588,0.19285714285714287
589,0.07142857142857142
590,0.007142857142857143
591,0.17857142857142858
592,0.07142857142857142
593,0.5285714285714286
594,0.007142857142857143
595,0.36428571428571427
596,0.12857142857142856
597,0.02857142857142857
598,0.24285714285714285
599,0.04285714285714286
600,0.014285714285714285
601,0.03571428571428571
602,0.08571428571428572
603,0.014285714285714285
604,0.03571428571428571
605,0.15714285714285714
606,0.03571428571428571
607,0.3357142857142857
608,0.07142857142857142
609,0.36428571428571427
610,0.05
611,0.11428571428571428
612,0.02142857142857143
613,0.03571428571428571
614,0.07142857142857142
615,0.1357142857142857
616,0.007142857142857143
617,0.16428571428571428
618,0.07142857142857142
619,0.05714285714285714
620,0.20714285714285716
621,0.02142857142857143
622,0.1357142857142857
623,0.07142857142857142
624,0.6285714285714286
625,0.11428571428571428
626,0.5
627,0.35
628,0.07142857142857142
629,0.007142857142857143
630,0.4785714285714286
631,0.014285714285714285
632,0.09285714285714286
633,0.12142857142857143
634,0.07142857142857142
635,0.17857142857142858
636,0.014285714285714285
637,0.007142857142857143
638,0.06428571428571428
639,0.29285714285714287
640,0.0
641,0.02142857142857143
642,0.32857142857142857
643,0.24285714285714285
644,0.4
645,0.18571428571428572
646,0.32142857142857145
647,0.06428571428571428
648,0.17857142857142858
649,0.02142857142857143
650,0.11428571428571428
651,0.5642857142857143
652,0.014285714285714285
653,0.21428571428571427
654,0.4785714285714286
655,0.03571428571428571
656,0.25
657,0.02142857142857143
658,0.007142857142857143
659,0.4857142857142857
660,0.2642857142857143
661,0.3142857142857143
662,0.36428571428571427
663,0.32142857142857145
664,0.21428571428571427
665,0.45714285714285713
666,0.007142857142857143
667,0.2357142857142857
668,0.17857142857142858
669,0.5142857142857142
670,0.05
671,0.10714285714285714
672,0.18571428571428572
673,0.12857142857142856
674,0.05
675,0.5285714285714286
676,0.45
677,0.05714285714285714
678,0.07142857142857142
679,0.11428571428571428
680,0.17142857142857143
681,0.11428571428571428
682,0.07142857142857142
683,0.07857142857142857
684,0.05714285714285714
685,0.29285714285714287
686,0.0
687,0.007142857142857143
688,0.0
689,0.16428571428571428
690,0.16428571428571428
691,0.04285714285714286
692,0.5214285714285715
693,0.05714285714285714
694,0.09285714285714286
695,0.05
696,0.12142857142857143
697,0.007142857142857143
698,0.15
699,0.4
700,0.11428571428571428
701,0.0
702,0.3142857142857143
703,0.1357142857142857
704,0.4642857142857143
705,0.014285714285714285
706,0.09285714285714286
707,0.05714285714285714
708,0.02142857142857143
709,0.02857142857142857
710,0.02857142857142857
711,0.2714285714285714
712,0.3
713,0.007142857142857143
714,0.007142857142857143
715,0.007142857142857143
716,0.4142857142857143
717,0.10714285714285714
718,0.07857142857142857
719,0.15
720,0.05714285714285714
721,0.07142857142857142
722,0.06428571428571428
723,0.03571428571428571
724,0.1
725,0.6285714285714286
726,0.2571428571428571
727,0.007142857142857143
728,0.07142857142857142
729,0.08571428571428572
730,0.39285714285714285
731,0.05
732,0.10714285714285714
733,0.02142857142857143
734,0.02142857142857143
735,0.3357142857142857
736,0.15
737,0.03571428571428571
738,0.2571428571428571
739,0.007142857142857143
740,0.007142857142857143
741,0.08571428571428572
742,0.17857142857142858
743,0.17857142857142858
744,0.15
745,0.09285714285714286
746,0.1357142857142857
747,0.06428571428571428
748,0.11428571428571428
749,0.12142857142857143
750,0.16428571428571428
751,0.3142857142857143
752,0.0
753,0.04285714285714286
754,0.02142857142857143
755,0.20714285714285716
756,0.04285714285714286
757,0.17857142857142858
758,0.07857142857142857
759,0.02857142857142857
760,0.02142857142857143
761,0.05
762,0.10714285714285714
763,0.35
764,0.007142857142857143
765,0.20714285714285716
766,0.12857142857142856
767,0.0
768,0.2571428571428571
769,0.03571428571428571
770,0.25
771,0.014285714285714285
772,0.21428571428571427
773,0.39285714285714285
774,0.07142857142857142
775,0.15
776,0.1357142857142857
777,0.16428571428571428
778,0.07857142857142857
779,0.04285714285714286
780,0.32857142857142857
781,0.3
782,0.14285714285714285
783,0.05
784,0.2357142857142857
785,0.09285714285714286
786,0.22142857142857142
787,0.02142857142857143
788,0.2
789,0.3357142857142857
790,0.3
791,0.02142857142857143
792,0.3357142857142857
