Id,Probability
1,0.1
2,0.10833333333333334
3,0.016666666666666666
4,0.025
5,0.23333333333333334
6,0.025
7,0.075
8,0.10833333333333334
9,0.008333333333333333
10,0.6
11,0.008333333333333333
12,0.1
13,0.0
14,0.058333333333333334
15,0.11666666666666667
16,0.041666666666666664
17,0.025
18,0.0
19,0.3
20,0.25
21,0.08333333333333333
22,0.09166666666666666
23,0.008333333333333333
24,0.44166666666666665
25,0.08333333333333333
26,0.09166666666666666
27,0.05
28,0.041666666666666664
29,0.058333333333333334
30,0.05
31,0.125
32,0.03333333333333333
33,0.008333333333333333
34,0.03333333333333333
35,0.44166666666666665
36,0.2
37,0.08333333333333333
38,0.18333333333333332
39,0.0
40,0.11666666666666667
41,0.15833333333333333
42,0.4666666666666667
43,0.25
44,0.0
45,0.09166666666666666
46,0.0
47,0.19166666666666668
48,0.016666666666666666
49,0.025
50,0.03333333333333333
51,0.05
52,0.025
53,0.0
54,0.025
55,0.025
56,0.025
57,0.0
58,0.23333333333333334
59,0.175
60,0.14166666666666666
61,0.058333333333333334
62,0.0
63,0.016666666666666666
64,0.0
65,0.03333333333333333
66,0.025
67,0.0
68,0.175
69,0.008333333333333333
70,0.6833333333333333
71,0.041666666666666664
72,0.1
73,0.016666666666666666
74,0.26666666666666666
75,0.008333333333333333
76,0.10833333333333334
77,0.15
78,0.1
79,0.03333333333333333
80,0.05
81,0.175
82,0.03333333333333333
83,0.025
84,0.016666666666666666
85,0.1
86,0.0
87,0.15833333333333333
88,0.008333333333333333
89,0.125
90,0.008333333333333333
91,0.20833333333333334
92,0.0
93,0.058333333333333334
94,0.058333333333333334
95,0.008333333333333333
96,0.2833333333333333
97,0.10833333333333334
98,0.10833333333333334
99,0.008333333333333333
100,0.016666666666666666
101,0.08333333333333333
102,0.175
103,0.008333333333333333
104,0.058333333333333334
105,0.13333333333333333
106,0.2
107,0.4666666666666667
108,0.058333333333333334
109,0.0
110,0.041666666666666664
111,0.09166666666666666
112,0.2916666666666667
113,0.05
114,0.5
115,0.09166666666666666
116,0.025
117,0.0
118,0.041666666666666664
119,0.0
120,0.0
121,0.008333333333333333
122,0.125
123,0.0
124,0.4083333333333333
125,0.008333333333333333
126,0.058333333333333334
127,0.008333333333333333
128,0.0
129,0.075
130,0.16666666666666666
131,0.058333333333333334
132,0.14166666666666666
133,0.025
134,0.3333333333333333
135,0.43333333333333335
136,0.008333333333333333
137,0.48333333333333334
138,0.016666666666666666
139,0.0
140,0.008333333333333333
141,0.0
142,0.008333333333333333
143,0.0
144,0.0
145,0.3416666666666667
146,0.0
147,0.0
148,0.058333333333333334
149,0.008333333333333333
150,0.21666666666666667
151,0.0
152,0.0
153,0.0
154,0.016666666666666666
155,0.0
156,0.0
157,0.21666666666666667
158,0.008333333333333333
159,0.20833333333333334
160,0.0
161,0.0
162,0.025
163,0.075
164,0.075
165,0.008333333333333333
166,0.041666666666666664
167,0.5666666666666667
168,0.10833333333333334
169,0.35833333333333334
170,0.0
171,0.0
172,0.03333333333333333
173,0.0
174,0.025
175,0.1
176,0.3333333333333333
177,0.1
178,0.225
179,0.03333333333333333
180,0.016666666666666666
181,0.05
182,0.008333333333333333
183,0.05
184,0.016666666666666666
185,0.125
186,0.008333333333333333
187,0.008333333333333333
188,0.041666666666666664
189,0.008333333333333333
190,0.09166666666666666
191,0.10833333333333334
192,0.025
193,0.008333333333333333
194,0.175
195,0.016666666666666666
196,0.03333333333333333
197,0.025
198,0.0
199,0.15
200,0.016666666666666666
201,0.08333333333333333
202,0.03333333333333333
203,0.55
204,0.025
205,0.2
206,0.041666666666666664
207,0.14166666666666666
208,0.03333333333333333
209,0.11666666666666667
210,0.0
211,0.05
212,0.041666666666666664
213,0.016666666666666666
214,0.008333333333333333
215,0.08333333333333333
216,0.09166666666666666
217,0.008333333333333333
218,0.2
219,0.025
220,0.0
221,0.008333333333333333
222,0.016666666666666666
223,0.0
224,0.058333333333333334
225,0.008333333333333333
226,0.19166666666666668
227,0.008333333333333333
228,0.15
229,0.39166666666666666
230,0.45
231,0.475
232,0.08333333333333333
